Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Date
1644430081,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,2016-04-12 00:00:00.000
1644430081,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,2016-04-13 00:00:00.000
1644430081,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,2016-04-14 00:00:00.000
1644430081,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,2016-04-15 00:00:00.000
1644430081,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,2016-04-16 00:00:00.000
1644430081,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,2016-04-17 00:00:00.000
1644430081,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,2016-04-18 00:00:00.000
1644430081,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,2016-04-19 00:00:00.000
1644430081,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,2016-04-20 00:00:00.000
1644430081,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,2016-04-21 00:00:00.000
1644430081,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,2016-04-22 00:00:00.000
1644430081,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,2016-04-23 00:00:00.000
1644430081,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,2016-04-24 00:00:00.000
1644430081,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,2016-04-25 00:00:00.000
1644430081,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,2016-04-26 00:00:00.000
1644430081,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,2016-04-27 00:00:00.000
1644430081,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,2016-04-28 00:00:00.000
1644430081,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,2016-04-29 00:00:00.000
1644430081,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,2016-04-30 00:00:00.000
1644430081,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,2016-05-01 00:00:00.000
1644430081,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,2016-05-02 00:00:00.000
1644430081,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,2016-05-03 00:00:00.000
1644430081,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,2016-05-04 00:00:00.000
1644430081,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,2016-05-05 00:00:00.000
1644430081,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,2016-05-06 00:00:00.000
1644430081,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,2016-05-07 00:00:00.000
1644430081,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,2016-05-08 00:00:00.000
1644430081,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,2016-05-09 00:00:00.000
1644430081,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,2016-05-10 00:00:00.000
1644430081,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,2016-05-11 00:00:00.000
1844505072,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,2016-04-12 00:00:00.000
1844505072,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,2016-04-13 00:00:00.000
1844505072,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,2016-04-14 00:00:00.000
1844505072,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,2016-04-15 00:00:00.000
1844505072,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,2016-04-16 00:00:00.000
1844505072,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,2016-04-17 00:00:00.000
1844505072,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,2016-04-18 00:00:00.000
1844505072,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,2016-04-19 00:00:00.000
1844505072,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,2016-04-20 00:00:00.000
1844505072,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,2016-04-21 00:00:00.000
1844505072,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,2016-04-22 00:00:00.000
1844505072,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,2016-04-23 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-24 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-25 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-26 00:00:00.000
1844505072,4,0,0,0,0,0,0,0,0,0,1,1439,1348,2016-04-27 00:00:00.000
1844505072,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,2016-04-28 00:00:00.000
1844505072,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,2016-04-29 00:00:00.000
1844505072,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,2016-04-30 00:00:00.000
1844505072,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,2016-05-01 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1348,2016-05-02 00:00:00.000
1844505072,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,2016-05-03 00:00:00.000
1844505072,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,2016-05-04 00:00:00.000
1844505072,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,2016-05-05 00:00:00.000
1844505072,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,2016-05-06 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-07 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-08 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-09 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-10 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-11 00:00:00.000
1844505072,0,0,0,0,0,0,0,0,0,0,0,711,665,2016-05-12 00:00:00.000
1927972279,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,2016-04-12 00:00:00.000
1927972279,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,2016-04-13 00:00:00.000
1927972279,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,2016-04-14 00:00:00.000
1927972279,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,2016-04-15 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-16 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-17 00:00:00.000
1927972279,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,2016-04-18 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-19 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-20 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-21 00:00:00.000
1927972279,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,2016-04-22 00:00:00.000
1927972279,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,2016-04-23 00:00:00.000
1927972279,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,2016-04-24 00:00:00.000
1927972279,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,2016-04-25 00:00:00.000
1927972279,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,2016-04-26 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-27 00:00:00.000
1927972279,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,2016-04-28 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-29 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-30 00:00:00.000
1927972279,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,2016-05-01 00:00:00.000
1927972279,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,2016-05-02 00:00:00.000
1927972279,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,2016-05-03 00:00:00.000
1927972279,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,2016-05-04 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-05 00:00:00.000
1927972279,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,2016-05-06 00:00:00.000
1927972279,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,2016-05-07 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-08 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-09 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-10 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-11 00:00:00.000
1927972279,0,0,0,0,0,0,0,0,0,0,0,966,1383,2016-05-12 00:00:00.000
2022484408,11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,2016-04-12 00:00:00.000
2022484408,12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,2016-04-13 00:00:00.000
2022484408,10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,2016-04-14 00:00:00.000
2022484408,11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,2016-04-15 00:00:00.000
2022484408,10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,2016-04-16 00:00:00.000
2022484408,15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,2016-04-17 00:00:00.000
2022484408,14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,2016-04-18 00:00:00.000
2022484408,11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,2016-04-19 00:00:00.000
2022484408,15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,2016-04-20 00:00:00.000
2022484408,12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,2016-04-21 00:00:00.000
2022484408,12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,2016-04-22 00:00:00.000
2022484408,6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,2016-04-23 00:00:00.000
2022484408,13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,2529,2016-04-24 00:00:00.000
2022484408,11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,2470,2016-04-25 00:00:00.000
2022484408,10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,2793,2016-04-26 00:00:00.000
2022484408,10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,2463,2016-04-27 00:00:00.000
2022484408,10140,7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,2296,2016-04-28 00:00:00.000
2022484408,10245,7.19000005722046,7.19000005722046,0,0.479999989271164,1.21000003814697,5.5,0,21,40,281,1098,2611,2016-04-29 00:00:00.000
2022484408,18387,12.9099998474121,12.9099998474121,0,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,1043,2732,2016-04-30 00:00:00.000
2022484408,10538,7.40000009536743,7.40000009536743,0,1.94000005722046,0.959999978542328,4.5,0,25,28,245,1142,2380,2016-05-01 00:00:00.000
2022484408,10379,7.28999996185303,7.28999996185303,0,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,1119,2473,2016-05-02 00:00:00.000
2022484408,12183,8.73999977111816,8.73999977111816,0,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,1104,2752,2016-05-03 00:00:00.000
2022484408,11768,8.28999996185303,8.28999996185303,0,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,1105,2649,2016-05-04 00:00:00.000
2022484408,11895,8.35000038146973,8.35000038146973,0,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,1112,2609,2016-05-05 00:00:00.000
2022484408,10227,7.17999982833862,7.17999982833862,0,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,1104,2498,2016-05-06 00:00:00.000
2022484408,6708,4.71000003814697,4.71000003814697,0,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,1269,1995,2016-05-07 00:00:00.000
2022484408,3292,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,135,1305,1848,2016-05-08 00:00:00.000
2022484408,13379,9.39000034332275,9.39000034332275,0,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,1061,2709,2016-05-09 00:00:00.000
2022484408,12798,8.97999954223633,8.97999954223633,0,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,1084,2797,2016-05-10 00:00:00.000
2022484408,13272,9.31999969482422,9.31999969482422,0,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,1133,2544,2016-05-11 00:00:00.000
2022484408,9117,6.40999984741211,6.40999984741211,0,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,1853,2016-05-12 00:00:00.000
2026352035,4414,2.74000000953674,2.74000000953674,0,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,1459,2016-04-12 00:00:00.000
2026352035,4993,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,1521,2016-04-13 00:00:00.000
2026352035,3335,2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,1431,2016-04-14 00:00:00.000
2026352035,3821,2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,1444,2016-04-15 00:00:00.000
2026352035,2547,1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,150,728,1373,2016-04-16 00:00:00.000
2026352035,838,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,60,1053,1214,2016-04-17 00:00:00.000
2026352035,3325,2.05999994277954,2.05999994277954,0,0,0,2.05999994277954,0,0,0,182,1062,1419,2016-04-18 00:00:00.000
2026352035,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,2016-04-19 00:00:00.000
2026352035,7222,4.48000001907349,4.48000001907349,0,0,0,4.48000001907349,0,0,0,327,623,1667,2016-04-20 00:00:00.000
2026352035,2467,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,153,749,1370,2016-04-21 00:00:00.000
